regis_id_year1,PROJ_THAI_NAME,PROJ_ABBR_NAME,COMP_THAI_NAME,PROJ_RETAIL_TYPE,POLICY_THAI_DESC,SPEC_GR_DESC,policyspec_desc,current_rmf_pvd_type,management_style_th,fund_compare,MUTUAL_INV_TYPE,INVEST_COUNTRY_FLAG,REDEMP_PERIOD,proj_term_th,SUPERVISOR_NAME,APPR_DATE,REGIS_DATE,nav_rmf_pvd,nav,invsest_own_fund_value
309/2553,กองทุนเปิดทหารไทย ออยล์ฟันด์,TMBOIL,บริษัทหลักทรัพย์จัดการกองทุน อีสท์สปริง (ประเทศไทย) จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ทรัพย์สินทางเลือก (น้ำมันดิบ),กองทุนรวมฟีดเดอร์,กองทุนรวมที่มีความเสี่ยงสูงหรือมีความซับซ้อน; กองทุนรวมที่มีมูลค่าการลงทุนสุทธิ (net exposure) ในสินค้าโภคภัณฑ์ผ่านการเข้าเป็นคู่สัญญาซื้อขายล่วงหน้าที่ให้ผลตอบแทนอ้างอิงกับสินค้าโภคภัณฑ์นั้น,,มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด (passive management/index tracking),"Commodities Energy
",Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),1/4/2553,13/05/2553,-,348.69,-
313/2553,กองทุนเปิดเคแทม เวิลด์ เมทัล แอนด์ ไมน์นิ่ง ฟันด์,KT-MINING,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมฟีดเดอร์; กองทุนรวมหมวดอุตสาหกรรม,,,อื่น ๆ,,Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร สแตนดาร์ดชาร์เตอร์ด (ไทย) จำกัด (มหาชน),12/4/2553,14/05/2553,-,570.07,-
318/2553,กองทุนเปิดบัวหลวงโกลด์ฟันด์,BGOLD,บริษัทหลักทรัพย์จัดการกองทุนรวม  บัวหลวง จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ทรัพย์สินทางเลือก (ทองคำ),กองทุนรวมฟีดเดอร์,,,มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด (passive management/index tracking),,Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),8/2/2553,19/05/2553,-,1039.91,-
319/2553,กองทุนเปิดบัวหลวงโกลด์เพื่อการเลี้ยงชีพ,BGOLDRMF,บริษัทหลักทรัพย์จัดการกองทุนรวม  บัวหลวง จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ทรัพย์สินทางเลือก (ทองคำ),กองทุนรวมฟีดเดอร์; กองทุนรวมเพื่อการเลี้ยงชีพ,,,มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด (passive management/index tracking),,Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),8/2/2553,19/05/2553,-,"1,360.32",-
430/2553,กองทุนเปิดเอ็มเอฟซี อินเตอร์เนชั่นแนล เรียลเอสเตท ฟันด์,I-REITs,บริษัทหลักทรัพย์จัดการกองทุน เอ็มเอฟซี จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ทรัพย์สินทางเลือก (หน่วยลงทุนของกองทุนรวมอสังหาริมทรัพย์/REITs),กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน; กองทุนรวมหมวดอุตสาหกรรม,กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Fund of Property fund-Foreign,ลงทุนโดยตรง,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),11/5/2553,29/06/2553,-,207.84,-
471/2553,กองทุนเปิดทหารไทย Global Bond Fund,TMBGF,บริษัทหลักทรัพย์จัดการกองทุน อีสท์สปริง (ประเทศไทย) จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,กองทุนรวมฟีดเดอร์,,,มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด (passive management/index tracking),"Global Bond Discretionary F/X Hedge or Unhedge
",Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),2/7/2553,14/07/2553,-,"1,289.94",-
475/2553,กองทุนเปิด วรรณ ไชน่า ออโต้ รีเด็มชั่น ฟันด์,ONE-CHINA,บริษัทหลักทรัพย์จัดการกองทุน วรรณ จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมฟีดเดอร์,,,มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด (passive management/index tracking),,Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),4/2/2553,15/07/2553,-,8.47,-
535/2553,กองทุนเปิด อเบอร์ดีน อเมริกัน โกรท ฟันด์,ABAG,บริษัทหลักทรัพย์จัดการกองทุน อเบอร์ดีน (ประเทศไทย) จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมฟีดเดอร์,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),,Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร ซิตี้แบงก์ เอ็น. เอ.,2/7/2553,11/8/2553,-,191.82,-
575/2553,กองทุนเปิด ยูโอบี สมาร์ท โกลด์,UOBSG,บริษัทหลักทรัพย์จัดการกองทุน ยูโอบี (ประเทศไทย) จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ทรัพย์สินทางเลือก (ทองคำ),กองทุนรวมฟีดเดอร์,,,อื่น ๆ,Commodities Precious Metals,Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),21/01/2553,31/08/2553,-,69.05,-
595/2553,กองทุนเปิดเคแทม โกลด์ ฟันด์,KT-GOLD,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ทรัพย์สินทางเลือก (ทองคำ),กองทุนรวมฟีดเดอร์,,,อื่น ๆ,Commodities Precious Metals,Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),14/07/2553,9/9/2553,-,815.72,-
614/2553,กองทุนเปิด ยูโอบี สมาร์ท ดิวิเดนด์-โฟกัส อิควิตี้ ฟันด์,UOBSDF,บริษัทหลักทรัพย์จัดการกองทุน ยูโอบี (ประเทศไทย) จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Equity General,ลงทุนโดยตรง,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร สแตนดาร์ดชาร์เตอร์ด (ไทย) จำกัด (มหาชน),27/08/2553,20/09/2553,-,272.89,-
625/2553,กองทุนเปิดทหารไทย ธนไพศาล เพื่อการเลี้ยงชีพ,TMBBFRMF,บริษัทหลักทรัพย์จัดการกองทุน อีสท์สปริง (ประเทศไทย) จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,กองทุนรวมเพื่อการเลี้ยงชีพ,กองทุนรวมเพื่อการเลี้ยงชีพที่มีการรับโอนเงินจากกองทุนสำรองเลี้ยงชีพ,RMF ทีรับโอนเงินจาก PVD แต่ไม่ได้แบ่ง class โดยมีระบบแบ่งแยกบัญชี มูลค่าเงิน และทะเบียนผู้ถือหน่วยออกจาก RMF ปกติ,,Mid Term General Bond,ลงทุนโดยตรง,กองทุนที่ลงทุนแบบมีความเสี่ยงทั้งในและต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),5/8/2553,22/09/2553,729.04,"1,974.74",-
627/2553,กองทุนเปิดเค โกลบอล อีเมอร์จิ้ง มาร์เก็ต ออพพอร์ทูนนิตี้,K-GEMO,บริษัทหลักทรัพย์จัดการกองทุน กสิกรไทย จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ผสม (ไม่กำหนดสัดส่วนการลงทุนในตราสารทุน; ไม่กำหนดสัดส่วนการลงทุนในตราสารหนี้; ไม่กำหนดสัดส่วนการลงทุนอื่นๆ),กองทุนรวมฟีดเดอร์,,,,,Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร ซิตี้แบงก์ เอ็น. เอ.,20/07/2553,23/09/2553,-,860.76,-
652/2553,กองทุนเปิดเคแทม โกลด์ เพื่อการเลี้ยงชีพ,KT-GOLD RMF,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ทรัพย์สินทางเลือก (ทองคำ),กองทุนรวมฟีดเดอร์; กองทุนรวมเพื่อการเลี้ยงชีพ,กองทุนรวมเพื่อการเลี้ยงชีพที่มีการรับโอนเงินจากกองทุนสำรองเลี้ยงชีพ,RMF ทีรับโอนเงินจาก PVD แต่ไม่ได้แบ่ง class โดยมีระบบแบ่งแยกบัญชี มูลค่าเงิน และทะเบียนผู้ถือหน่วยออกจาก RMF ปกติ,อื่น ๆ,Commodities Precious Metals,Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร สแตนดาร์ดชาร์เตอร์ด (ไทย) จำกัด (มหาชน),14/07/2553,7/10/2553,0.57,334.85,-
664/2553,กองทุนเปิดกรุงศรีโทเทิลรีเทิร์นบอนด์ ,KF-TRB,บริษัทหลักทรัพย์จัดการกองทุน กรุงศรี จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,กองทุนรวมฟีดเดอร์,,,อื่น ๆ,,Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร ซิตี้แบงก์ เอ็น. เอ.,24/09/2553,14/10/2553,-,423.63,-
679/2553,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ พลัส,SCBFPFUND,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,กองทุนรวมเพื่อการออม,กองทุนรวมที่ให้สิทธิประโยชน์ของประกันชีวิตหรือประกันสุขภาพ,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),,ลงทุนโดยตรง,กองทุนที่ลงทุนแบบมีความเสี่ยงทั้งในและต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),22/07/2553,21/10/2553,-,"15,124.51",-
682/2553,กองทุนเปิด ทิสโก้ ไชน่า H-Shares อิควิตี้,TISCOCH,บริษัทหลักทรัพย์จัดการกองทุน ทิสโก้,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมฟีดเดอร์,,,,,Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),30/08/2553,27/10/2553,-,787.09,-
694/2553,กองทุนเปิดพรินซิเพิล เพิ่มพูนทรัพย์,PRINCIPAL VF,บริษัทหลักทรัพย์จัดการกองทุน พรินซิเพิล จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,กองทุนรวมตลาดเงิน,,,มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด (passive management/index tracking),"Money Market - Government
",ลงทุนโดยตรง,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),24/09/2553,29/10/2553,-,59.78,-
715/2553,กองทุนเปิดพรินซิเพิล เดลี่ ไชน่า-อินเดีย-อินโด อิควิตี้,PRINCIPAL CII,บริษัทหลักทรัพย์จัดการกองทุน พรินซิเพิล จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมฟีดเดอร์,,,อื่น ๆ,Asia Pacific Ex Japan,Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กรุงเทพ จำกัด (มหาชน),25/02/2553,16/11/2553,-,29.84,-
716/2553,กองทุนเปิดดับเบิลยูไอเอสอี เคแทม ซีเอสไอ 300 ไชน่า แทร็กเกอร์,CHINA,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมอีทีเอฟ; กองทุนรวมฟีดเดอร์,,,อื่น ๆ,,Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร ซิตี้แบงก์ เอ็น. เอ.,4/11/2553,17/11/2553,-,361.99,-
718/2553,กองทุนเปิดธนชาตโกลบอล บอนด์ เพื่อการเลี้ยงชีพ,T-GlobalBondRMF,บริษัทหลักทรัพย์จัดการกองทุน อีสท์สปริง (ประเทศไทย) จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,กองทุนรวมฟีดเดอร์; กองทุนรวมเพื่อการเลี้ยงชีพ,,RMF ทีรับโอนเงินจาก PVD แต่ไม่ได้แบ่ง class โดยมีระบบแบ่งแยกบัญชี มูลค่าเงิน และทะเบียนผู้ถือหน่วยออกจาก RMF ปกติ,อื่น ๆ,"Global Bond Discretionary F/X Hedge or Unhedge
",Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กรุงศรีอยุธยา จำกัด (มหาชน),23/07/2553,17/11/2553,-,62.97,-
725/2553,กองทุนเปิดเคแทม เวิลด์ โกลด์ แอนด์ เพรเชียส เอคควิตี้,KT-PRECIOUS,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมฟีดเดอร์; กองทุนรวมหมวดอุตสาหกรรม,,,อื่น ๆ,Global Equity,Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร สแตนดาร์ดชาร์เตอร์ด (ไทย) จำกัด (มหาชน),15/09/2553,19/11/2553,-,399.48,-
739/2553,กองทุนเปิดพรินซิเพิล มันนี่ มาร์เก็ตเพื่อการเลี้ยงชีพ,PRINCIPAL MMRMF,บริษัทหลักทรัพย์จัดการกองทุน พรินซิเพิล จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,กองทุนรวมตลาดเงิน; กองทุนรวมเพื่อการเลี้ยงชีพ,,,มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด และในบางโอกาสอาจสร้างผลตอบแทนสูงกว่าดัชนีชี้วัด,"Money Market - Government
",ลงทุนโดยตรง,กองทุนที่ลงทุนแบบมีความเสี่ยงทั้งในและต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),2/11/2553,24/11/2553,-,706.03,-
740/2553,กองทุนเปิดพรินซิเพิล SET100 เพื่อการเลี้ยงชีพ,PRINCIPAL SET100RMF,บริษัทหลักทรัพย์จัดการกองทุน พรินซิเพิล จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมดัชนี; กองทุนรวมเพื่อการเลี้ยงชีพ,,,มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด (passive management/index tracking),Equity Large Cap,ลงทุนโดยตรง,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร สแตนดาร์ดชาร์เตอร์ด (ไทย) จำกัด (มหาชน),16/11/2553,25/11/2553,-,21.56,-
756/2553,กองทุนเปิด ยูโอบี สมาร์ท ไชน่า อินเดีย,UOBSCI,บริษัทหลักทรัพย์จัดการกองทุน ยูโอบี (ประเทศไทย) จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมฟีดเดอร์,,,อื่น ๆ,,Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),9/8/2553,8/12/2553,-,204.04,-
MF0030/2554,กองทุนเปิด ยูโอบี อินคัม เดลี,UOBID,บริษัทหลักทรัพย์จัดการกองทุน ยูโอบี (ประเทศไทย) จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),"Short Term General Bond
",ลงทุนโดยตรง,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร สแตนดาร์ดชาร์เตอร์ด (ไทย) จำกัด (มหาชน),18/01/2554,2/2/2554,-,"2,815.61",-
MF0043/2554,กองทุนเปิดทหารไทย Global Bond Fund เพื่อการเลี้ยงชีพ,TMBGRMF,บริษัทหลักทรัพย์จัดการกองทุน อีสท์สปริง (ประเทศไทย) จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,กองทุนรวมฟีดเดอร์; กองทุนรวมเพื่อการเลี้ยงชีพ,,RMF ทีรับโอนเงินจาก PVD แต่ไม่ได้แบ่ง class โดยมีระบบแบ่งแยกบัญชี มูลค่าเงิน และทะเบียนผู้ถือหน่วยออกจาก RMF ปกติ,มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด (passive management/index tracking),"Global Bond Discretionary F/X Hedge or Unhedge
",Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),13/12/2553,7/2/2554,12.85,150.88,-
MF0044/2554,กองทุนเปิดทหารไทย โกลด์  สิงคโปร์ เพื่อการเลี้ยงชีพ,TMBGOLDSRMF,บริษัทหลักทรัพย์จัดการกองทุน อีสท์สปริง (ประเทศไทย) จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ทรัพย์สินทางเลือก (ทองคำ),กองทุนรวมฟีดเดอร์; กองทุนรวมเพื่อการเลี้ยงชีพ,,RMF ทีรับโอนเงินจาก PVD แต่ไม่ได้แบ่ง class โดยมีระบบแบ่งแยกบัญชี มูลค่าเงิน และทะเบียนผู้ถือหน่วยออกจาก RMF ปกติ,อื่น ๆ,Commodities Precious Metals,Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),18/01/2554,7/2/2554,39.41,434.1,-
MF0045/2554,กองทุนเปิดทหารไทย โกลด์  สิงคโปร์,TMBGOLDS,บริษัทหลักทรัพย์จัดการกองทุน อีสท์สปริง (ประเทศไทย) จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ทรัพย์สินทางเลือก (ทองคำ),กองทุนรวมฟีดเดอร์,,,อื่น ๆ,Commodities Precious Metals,Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),18/01/2554,7/2/2554,-,"1,303.82",-
MF0070/2554,กองทุนเปิดบัวหลวงตราสารหนี้,BFIXED,บริษัทหลักทรัพย์จัดการกองทุนรวม  บัวหลวง จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),,ลงทุนโดยตรง,กองทุนที่ลงทุนแบบมีความเสี่ยงทั้งในและต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),14/06/2553,17/02/2554,-,"23,337.32",-
MF0092/2554,กองทุนเปิดธนชาตทองคำแท่ง-H,TGoldBullion-H,บริษัทหลักทรัพย์จัดการกองทุน อีสท์สปริง (ประเทศไทย) จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ทรัพย์สินทางเลือก (ทองคำ),,,,อื่น ๆ,Commodities Precious Metals,ลงทุนโดยตรง,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กรุงศรีอยุธยา จำกัด (มหาชน),30/12/2553,2/3/2554,-,296.26,-
MF0093/2554,กองทุนเปิดธนชาตทองคำแท่ง-UH,TGoldBullion-UH,บริษัทหลักทรัพย์จัดการกองทุน อีสท์สปริง (ประเทศไทย) จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ทรัพย์สินทางเลือก (ทองคำ),,,,อื่น ๆ,Commodities Precious Metals,ลงทุนโดยตรง,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กรุงศรีอยุธยา จำกัด (มหาชน),30/12/2553,2/3/2554,-,151.51,-
MF0125/2554,กองทุนเปิด อเบอร์ดีน อินเดีย โกรท ฟันด์,ABIG,บริษัทหลักทรัพย์จัดการกองทุน อเบอร์ดีน (ประเทศไทย) จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมฟีดเดอร์,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),,Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร ซิตี้แบงก์ เอ็น. เอ.,21/02/2554,16/03/2554,-,312.87,-
MF0157/2554,กองทุนเปิดเอ็มเอฟซี อินเตอร์เนชั่นแนล อีเมอร์จิ้ง 10 ซีรี่ส์ 2,I-Emerging 10S2,บริษัทหลักทรัพย์จัดการกองทุน เอ็มเอฟซี จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ผสม (ไม่กำหนดสัดส่วนการลงทุนในตราสารทุน; ไม่กำหนดสัดส่วนการลงทุนในตราสารหนี้),,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Miscellaneous,ลงทุนโดยตรง,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),27/01/2554,30/03/2554,-,24.08,-
MF0214/2554,กองทุนเปิดธนชาต Global Equity Fund,T-GlobalEQ,บริษัทหลักทรัพย์จัดการกองทุน อีสท์สปริง (ประเทศไทย) จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมหน่วยลงทุน (Fund of Funds),,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Global Equity,Fund of Funds,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),10/5/2553,9/5/2554,-,693.35,-
MF0238/2554,กองทุนเปิดกรุงไทย สมาร์ท อิควิตี้ ฟันด์,KTEF,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Equity General,ลงทุนโดยตรง,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),6/5/2554,19/05/2554,-,"3,266.76",-
MF0263/2554,กองทุนเปิดเคแทม Sustainable Agriculture and Food,KT-AGRIANDFOOD,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมฟีดเดอร์; กองทุนรวมหมวดอุตสาหกรรม,,,อื่น ๆ,Global Equity,Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร สแตนดาร์ดชาร์เตอร์ด (ไทย) จำกัด (มหาชน),9/5/2554,27/05/2554,-,140.99,-
MF0265/2554,กองทุนเปิดเอ็มเอฟซี อินเตอร์เนชั่นแนล ดีเวลลอป มาร์เก็ต,I-DEVELOP,บริษัทหลักทรัพย์จัดการกองทุน เอ็มเอฟซี จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ผสม (ไม่กำหนดสัดส่วนการลงทุนในตราสารทุน; ไม่กำหนดสัดส่วนการลงทุนในตราสารหนี้),,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),"Foreign Investment Allocation
",ลงทุนโดยตรง,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),26/04/2554,27/05/2554,-,9.23,-
