regis_id_year1,PROJ_THAI_NAME,PROJ_ABBR_NAME,COMP_THAI_NAME,PROJ_RETAIL_TYPE,POLICY_THAI_DESC,SPEC_GR_DESC,policyspec_desc,current_rmf_pvd_type,management_style_th,fund_compare,MUTUAL_INV_TYPE,INVEST_COUNTRY_FLAG,REDEMP_PERIOD,proj_term_th,SUPERVISOR_NAME,APPR_DATE,REGIS_DATE,nav_rmf_pvd,nav,invsest_own_fund_value
089/2551,กองทุนเปิดฟิลลิปตราสารหนี้เพื่อการเลี้ยงชีพ,PFIXRMF,บริษัทหลักทรัพย์จัดการกองทุนรวม  ฟิลลิป จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,กองทุนรวมเพื่อการเลี้ยงชีพ,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Short Term Government Bond,ลงทุนโดยตรง,กองทุนที่ลงทุนแบบมีความเสี่ยงทั้งในและต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร สแตนดาร์ดชาร์เตอร์ด (ไทย) จำกัด (มหาชน),19/02/2551,20/03/2551,-,8.68,-
111/2551,กองทุนเปิด อเบอร์ดีน โกลบอล อีเมอร์จิ้ง โกรท ฟันด์,ABGEM,บริษัทหลักทรัพย์จัดการกองทุน อเบอร์ดีน (ประเทศไทย) จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมฟีดเดอร์,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Emerging Market,Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร ซิตี้แบงก์ เอ็น. เอ.,30/03/2550,237809,-,267.03,-
203/2551,กองทุนเปิด ยูโอบี สมาร์ท แอคทีฟ เซท 100 ดิวิเดนด์,UOBSAS100D,บริษัทหลักทรัพย์จัดการกองทุน ยูโอบี (ประเทศไทย) จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,,,,อื่น ๆ,Equity Large Cap,ลงทุนโดยตรง,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร สแตนดาร์ดชาร์เตอร์ด (ไทย) จำกัด (มหาชน),31/03/2551,16/05/2551,-,207.79,-
216/2551,กองทุนเปิดบัวหลวงโครงสร้างพื้นฐานเพื่อการเลี้ยงชีพ,IN-RMF,บริษัทหลักทรัพย์จัดการกองทุนรวม  บัวหลวง จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมเพื่อการเลี้ยงชีพ,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Equity General,ลงทุนโดยตรง,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),238082,23/05/2551,-,8191.42,-
230/2551,กองทุนเปิด ยูโอบี สมาร์ท คอมโมดิตี้,UOBSC,บริษัทหลักทรัพย์จัดการกองทุน ยูโอบี (ประเทศไทย) จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ทรัพย์สินทางเลือก (สินค้าโภคภัณฑ์อื่น ๆ),กองทุนรวมฟีดเดอร์,กองทุนรวมที่มีความเสี่ยงสูงหรือมีความซับซ้อน,,อื่น ๆ,Miscellaneous,Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),237991,30/05/2551,-,37.93,-
266/2551,กองทุนเปิด วรรณ ยูเอส รีคอฟเวอรี่ ออพพอร์ทูนิตี้ ฟันด์,1US-OPP,บริษัทหลักทรัพย์จัดการกองทุน วรรณ จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ผสม (ไม่กำหนดสัดส่วนการลงทุนในสินค้าโภคภัณฑ์; ไม่กำหนดสัดส่วนการลงทุนในตราสารทุน; ไม่กำหนดสัดส่วนการลงทุนในตราสารหนี้; ไม่กำหนดสัดส่วนการลงทุนในทองคำ; ไม่กำหนดสัดส่วนการลงทุนในกองทุนรวมโครงสร้างพื้นฐาน; ไม่กำหนดสัดส่วนการลงทุนในน้ำมันดิบ),,,,มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด และในบางโอกาสอาจสร้างผลตอบแทนสูงกว่าดัชนีชี้วัด,"Foreign Investment Allocation
",ลงทุนโดยตรง,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),16/05/2551,16/06/2551,-,120.84,-
301/2551,กองทุนเปิดเค อะกริคัลเจอร์,K-AGRI,บริษัทหลักทรัพย์จัดการกองทุน กสิกรไทย จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ทรัพย์สินทางเลือก (สัญญาซื้อขายล่วงหน้าที่อ้างอิงกับดัชนีสินค้าโภคภัณฑ์),กองทุนรวมฟีดเดอร์,กองทุนรวมที่มีความเสี่ยงสูงหรือมีความซับซ้อน; กองทุนรวมที่มีมูลค่าการลงทุนสุทธิ (net exposure) ในสินค้าโภคภัณฑ์ผ่านการเข้าเป็นคู่สัญญาซื้อขายล่วงหน้าที่ให้ผลตอบแทนอ้างอิงกับสินค้าโภคภัณฑ์นั้น,,อื่น ๆ,"Commodities Agriculture
",Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร ฮ่องกงและเซี่ยงไฮ้แบงกิ้งคอร์ปอเรชั่น จำกัด,18/04/2551,27/06/2551,-,53.08,-
344/2551,กองทุนเปิดเค โกลด์,K-GOLD,บริษัทหลักทรัพย์จัดการกองทุน กสิกรไทย จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ทรัพย์สินทางเลือก (ทองคำ),กองทุนรวมฟีดเดอร์,,,อื่น ๆ,Commodities Precious Metals,Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร กรุงเทพ จำกัด (มหาชน),30/06/2551,18/07/2551,-,8963.45,-
371/2551,กองทุนเปิด MTrack Energy ETF,ENGY,บริษัทหลักทรัพย์จัดการกองทุน ทหารไทย จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมอีทีเอฟ; กองทุนรวมหมวดอุตสาหกรรม,,,มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด (passive management/index tracking),Energy,ลงทุนโดยตรง,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),16/07/2551,237782,-,79.86,-
404/2551,กองทุนเปิดพรินซิเพิล ดัชนีธุรกิจพลังงานและธุรกิจปิโตรเคมีและเคมีภัณฑ์,PRINCIPAL EPIF,บริษัทหลักทรัพย์จัดการกองทุน พรินซิเพิล จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมดัชนี; กองทุนรวมหมวดอุตสาหกรรม,,,มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด (passive management/index tracking),Energy,ลงทุนโดยตรง,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร สแตนดาร์ดชาร์เตอร์ด (ไทย) จำกัด (มหาชน),238085,21/08/2551,-,1208.89,-
435/2551,กองทุนเปิดเคเคพี มันนี่ โพสิทีฟ,KKP MP FUND,บริษัทหลักทรัพย์จัดการกองทุน เกียรตินาคินภัทร จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,กองทุนรวมตลาดเงิน; กองทุนรวมเพื่อการออม,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),"Money Market - Government
",ลงทุนโดยตรง,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร สแตนดาร์ดชาร์เตอร์ด (ไทย) จำกัด (มหาชน),14/07/2551,238056,-,7704.18,-
463/2551,กองทุนเปิดกรุงไทยประจำ 3 เดือนมุ่งรักษาเงินต้น1,KTFIX3M1,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,กองทุนรวมมุ่งรักษาเงินต้น,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Miscellaneous,ลงทุนโดยตรง,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),19/09/2551,237784,-,21.13,-
481/2551,กองทุนเปิดกรุงไทยสมาร์ท อินเวส 3 เดือน1,KTSIV3M1,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Miscellaneous,ลงทุนโดยตรง,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),237815,15/10/2551,-,64.29,-
492/2551,กองทุนเปิดกรุงไทยสมาร์ท อินเวส 6 เดือน1,KTSIV6M1,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Miscellaneous,ลงทุนโดยตรง,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),238057,22/10/2551,-,25.78,-
507/2551,กองทุนเปิดเอ็มเอฟซี พันธบัตรตลาดเงิน,MM-GOV,บริษัทหลักทรัพย์จัดการกองทุน เอ็มเอฟซี จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,กองทุนรวมตลาดเงิน; กองทุนรวมเพื่อการออม,,,มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด และในบางโอกาสอาจสร้างผลตอบแทนสูงกว่าดัชนีชี้วัด,"Money Market - Government
",ลงทุนโดยตรง,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),21/10/2551,237905,-,2329.93,-
510/2551,กองทุนเปิดกรุงไทยประจำ 3 เดือนมุ่งรักษาเงินต้น2,KTFIX3M2,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,กองทุนรวมมุ่งรักษาเงินต้น,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Miscellaneous,ลงทุนโดยตรง,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),19/09/2551,237905,-,39.41,-
516/2551,กองทุนเปิดฟิลลิปผสมเพื่อการเลี้ยงชีพ,PMIXRMF,บริษัทหลักทรัพย์จัดการกองทุนรวม  ฟิลลิป จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ผสม (ไม่กำหนดสัดส่วนการลงทุนในตราสารทุน; ไม่กำหนดสัดส่วนการลงทุนในตราสารหนี้),กองทุนรวมเพื่อการเลี้ยงชีพ,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Aggressive Allocation,ลงทุนโดยตรง,กองทุนที่ลงทุนแบบมีความเสี่ยงทั้งในและต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กรุงศรีอยุธยา จำกัด (มหาชน),28/08/2551,238089,-,52.71,-
518/2551,กองทุนเปิดบัวหลวงมันนี่มาร์เก็ตเพื่อการเลี้ยงชีพ,MM-RMF,บริษัทหลักทรัพย์จัดการกองทุนรวม  บัวหลวง จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,กองทุนรวมตลาดเงิน; กองทุนรวมเพื่อการเลี้ยงชีพ,,,อื่น ๆ,"Money Market - General
",ลงทุนโดยตรง,กองทุนที่ลงทุนแบบมีความเสี่ยงทั้งในและต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),237935,12/11/2551,-,3041.09,-
530/2551,กองทุนเปิดกรุงไทยสมาร์ท อินเวส 3 เดือน2,KTSIV3M2,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Miscellaneous,ลงทุนโดยตรง,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),237815,19/11/2551,-,63.07,-
543/2551,กองทุนเปิดกรุงไทยสมาร์ท อินเวส 6 เดือน2,KTSIV6M2,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Miscellaneous,ลงทุนโดยตรง,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),238057,26/11/2551,-,16.5,-
545/2551,กองทุนเปิดวรรณพันธบัตรไทย,1AM-TG,บริษัทหลักทรัพย์จัดการกองทุน วรรณ จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,,,,มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด และในบางโอกาสอาจสร้างผลตอบแทนสูงกว่าดัชนีชี้วัด,Short Term Government Bond,ลงทุนโดยตรง,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),31/10/2551,27/11/2551,-,137.22,-
558/2551,กองทุนเปิดกรุงไทยตลาดเงินเพื่อการเลี้ยงชีพ (RMF4),RMF4,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,กองทุนรวมตลาดเงิน; กองทุนรวมเพื่อการเลี้ยงชีพ,กองทุนรวมเพื่อการเลี้ยงชีพที่มีการรับโอนเงินจากกองทุนสำรองเลี้ยงชีพ,RMF ทีรับโอนเงินจาก PVD แต่ไม่ได้แบ่ง class โดยมีระบบแบ่งแยกบัญชี มูลค่าเงิน และทะเบียนผู้ถือหน่วยออกจาก RMF ปกติ,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),"Money Market - Government
",ลงทุนโดยตรง,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),18/11/2551,238029,35.78,1247.85,-
560/2551,กองทุนเปิดกรุงไทยประจำ 3 เดือนมุ่งรักษาเงินต้น3,KTFIX3M3,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,กองทุนรวมมุ่งรักษาเงินต้น,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Miscellaneous,ลงทุนโดยตรง,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),19/09/2551,238090,-,15.79,-
563/2551,กองทุนเปิดพรินซิเพิล ตราสารหนี้,PRINCIPAL FI,บริษัทหลักทรัพย์จัดการกองทุน พรินซิเพิล จำกัด,กองทุนเพื่อผู้ลงทุนสถาบัน,ตราสารหนี้,,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Mid Term General Bond,ลงทุนโดยตรง,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),237905,17/12/2551,-,5386.65,-
568/2551,กองทุนเปิดกรุงไทยสมาร์ท อินเวส 3 เดือน3,KTSIV3M3,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Miscellaneous,ลงทุนโดยตรง,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),237815,24/12/2551,-,144.16,-
570/2551,กองทุนเปิด เคดับบลิวไอ เฟล็กซิเบิ้ลฟันด์ เพื่อการเลี้ยงชีพ,KWI FLEX RMF,บริษัทหลักทรัพย์จัดการกองทุน คิง ไว (เอเชีย) จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ผสม (ไม่กำหนดสัดส่วนการลงทุนในตราสารทุน; ไม่กำหนดสัดส่วนการลงทุนในตราสารหนี้; ไม่กำหนดสัดส่วนการลงทุนในหน่วยลงทุนของกองทุนรวมอสังหาริมทรัพย์/REITs),กองทุนรวมเพื่อการเลี้ยงชีพ,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Aggressive Allocation,ลงทุนโดยตรง,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กรุงศรีอยุธยา จำกัด (มหาชน),238029,25/12/2551,-,52.59,-
008/2552,กองทุนเปิดเอ็มเอฟซี ไฮ-ดิวิเดนด์ ฟันด์,HI-DIV,บริษัทหลักทรัพย์จัดการกองทุน เอ็มเอฟซี จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน,กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Equity General,ลงทุนโดยตรง,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กรุงไทย จำกัด (มหาชน),23/12/2551,22/01/2552,-,3903.91,4.14
045/2552,กองทุนเปิดเอ็มเอฟซี อินเตอร์เนชั่นแนล โกลด์ ฟันด์,I-GOLD,บริษัทหลักทรัพย์จัดการกองทุน เอ็มเอฟซี จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ทรัพย์สินทางเลือก (ทองคำ),กองทุนรวมฟีดเดอร์,,,มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด (passive management/index tracking),Commodities Precious Metals,Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),237844,238294,-,110.77,-
055/2552,กองทุนเปิดกรุงศรีโกลด์,KF-GOLD,บริษัทหลักทรัพย์จัดการกองทุน กรุงศรี จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ทรัพย์สินทางเลือก (ทองคำ),กองทุนรวมฟีดเดอร์,,,อื่น ๆ,Commodities Precious Metals,Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),20/02/2552,17/03/2552,-,527.86,-
065/2552,กองทุนเปิด ทิสโก้ ออยล์ ฟันด์,TISCOOIL,บริษัทหลักทรัพย์จัดการกองทุน ทิสโก้,กองทุนเพื่อผู้ลงทุนทั่วไป,ทรัพย์สินทางเลือก (น้ำมันดิบ),กองทุนรวมฟีดเดอร์,กองทุนรวมที่มีความเสี่ยงสูงหรือมีความซับซ้อน; กองทุนรวมที่มีมูลค่าการลงทุนสุทธิ (net exposure) ในสินค้าโภคภัณฑ์ผ่านการเข้าเป็นคู่สัญญาซื้อขายล่วงหน้าที่ให้ผลตอบแทนอ้างอิงกับสินค้าโภคภัณฑ์นั้น,,มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด (passive management/index tracking),"Commodities Energy
",Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),25/02/2552,24/03/2552,-,39.88,-
110/2552,กองทุนเปิดเอ็มเอฟซี อินเตอร์เนชั่นแนล ออยล์ ฟันด์,I-OIL,บริษัทหลักทรัพย์จัดการกองทุน เอ็มเอฟซี จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ทรัพย์สินทางเลือก (น้ำมันดิบ),กองทุนรวมฟีดเดอร์,กองทุนรวมที่มีความเสี่ยงสูงหรือมีความซับซ้อน; กองทุนรวมที่มีมูลค่าการลงทุนสุทธิ (net exposure) ในสินค้าโภคภัณฑ์ผ่านการเข้าเป็นคู่สัญญาซื้อขายล่วงหน้าที่ให้ผลตอบแทนอ้างอิงกับสินค้าโภคภัณฑ์นั้น,,มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด (passive management/index tracking),"Commodities Energy
",Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),237935,24/04/2552,-,143.43,-
161/2552,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ระยะสั้นและเงินฝากสกุลเงินออสเตรเลีย,SCBAUDFUND,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),"Global Bond Discretionary F/X Hedge or Unhedge
",ลงทุนโดยตรง,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),18/05/2552,27/05/2552,-,60.28,-
164/2552,กองทุนเปิด ทิสโก้ โกลด์ ฟันด์,TGOLD,บริษัทหลักทรัพย์จัดการกองทุน ทิสโก้,กองทุนเพื่อผู้ลงทุนทั่วไป,ทรัพย์สินทางเลือก (ทองคำ),กองทุนรวมฟีดเดอร์,กองทุนรวมที่มีความเสี่ยงสูงหรือมีความซับซ้อน,,มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด (passive management/index tracking),Commodities Precious Metals,Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),27/04/2552,27/05/2552,-,198.13,-
166/2552,กองทุนเปิดกรุงศรีออยล์,KF-OIL,บริษัทหลักทรัพย์จัดการกองทุน กรุงศรี จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ทรัพย์สินทางเลือก (น้ำมันดิบ),กองทุนรวมฟีดเดอร์,กองทุนรวมที่มีความเสี่ยงสูงหรือมีความซับซ้อน,,อื่น ๆ,"Commodities Energy
",Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),238387,28/05/2552,-,387.71,-
175/2552,กองทุนเปิดกรุงไทยตราสารตลาดเงินภาครัฐ,KTSV,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,กองทุนรวมตลาดเงิน,,,มุ่งหวังให้ผลประกอบการเคลื่อนไหวตามดัชนีชี้วัด และในบางโอกาสอาจสร้างผลตอบแทนสูงกว่าดัชนีชี้วัด,"Money Market - Government
",ลงทุนโดยตรง,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),238325,238236,-,2882.55,-
212/2552,กองทุนเปิดพรินซิเพิล เดลี่ ตราสารรัฐระยะสั้น,PRINCIPAL TREASURY,บริษัทหลักทรัพย์จัดการกองทุน พรินซิเพิล จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,กองทุนรวมตลาดเงิน,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),"Money Market - Government
",ลงทุนโดยตรง,ลงทุนในต่างประเทศบางส่วน,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร ทหารไทยธนชาต จำกัด (มหาชน),237872,23/06/2552,-,481.55,-
227/2552,กองทุนเปิดแอสเซทพลัสออยล์,ASP-OIL,บริษัทหลักทรัพย์จัดการกองทุน แอสเซท พลัส จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ทรัพย์สินทางเลือก (น้ำมันดิบ),กองทุนรวมฟีดเดอร์,กองทุนรวมที่มีความเสี่ยงสูงหรือมีความซับซ้อน; กองทุนรวมที่มีมูลค่าการลงทุนสุทธิ (net exposure) ในสินค้าโภคภัณฑ์ผ่านการเข้าเป็นคู่สัญญาซื้อขายล่วงหน้าที่ให้ผลตอบแทนอ้างอิงกับสินค้าโภคภัณฑ์นั้น,,อื่น ๆ,"Commodities Energy
",Feeder Fund,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),28/05/2552,26/06/2552,-,12.41,-
